CVEGEO,POBTOT,POBFEM,P_15A49_F,AB,C_MAS,C,C_MENOS,D_MAS,D,E,NSE,NSE_2,VIVIENDAS
2041300780173,442,224,131,0,7,8,21,32,70,18,D,D,157
2041300780188,349,173,98,29,36,21,29,7,8,0,C+,C_MAS,130
2041300780258,"1,545",816,487,23,75,97,122,101,79,18,C-,C_MENOS,515
2041300780262,"3,175","1,638",964,46,117,154,182,158,254,66,D,D,977
2041300780277,"4,349","2,289","1,373",60,128,174,230,277,364,48,D,D,1281
2041300780296,28,8,5,3,0,0,0,0,0,0,A/B,AB,10
2041300780309,"2,203","1,171",765,44,114,142,165,135,91,4,C-,C_MENOS,695
2041300780313,"2,519","1,287",825,23,64,79,124,157,233,98,D,D,778
2041300780328,283,149,103,13,28,33,33,36,15,0,D+,D_MAS,158
2041300780332,640,335,201,5,33,43,65,64,51,4,C-,C_MENOS,265
2041300780347,519,259,149,12,30,25,41,45,34,0,D+,D_MAS,188
2041300780351,145,75,45,6,9,11,9,11,4,0,D+,C,51
2041300780366,135,62,44,0,3,4,3,10,18,6,D,D,46
2041300780417,401,185,80,51,33,28,25,12,12,0,A/B,AB,163
2041301350402,"3,733","1,919","1,198",3,31,68,124,167,432,144,D,D,969
2041301350489,373,190,112,0,0,0,6,14,58,28,D,D,108
2041301350493,612,315,195,4,24,36,52,46,42,5,C-,C_MENOS,209
2041400010062,"1,222",645,294,0,5,15,19,25,126,195,E,E,386
2041400010077,"1,411",718,363,0,3,5,8,13,174,223,E,E,426
2041400010128,"1,256",632,303,0,18,23,40,42,159,112,D,D,395
2041400010132,"1,058",560,270,5,17,19,23,45,133,112,D,D,354
2041400010147,79,42,17,0,0,0,0,0,15,7,D,D,23
2041400050043,"2,607","1,320",633,0,9,42,53,112,333,257,D,D,808
2041500010036,"1,342",720,381,0,3,5,16,33,174,138,D,D,370
2041500010040,257,133,63,0,3,0,3,5,38,24,D,D,73
2041500010055,162,91,46,0,0,5,0,8,16,15,D,D,47
2041500010074,45,24,13,0,0,0,0,0,7,6,D,D,15
2041600010033,301,155,74,0,0,0,6,8,57,84,E,E,156
2041800010108,"1,301",669,363,9,24,31,41,42,177,78,D,D,402
2041800010112,696,372,194,0,8,10,18,29,89,49,D,D,204
2041800010127,"2,220","1,202",549,20,42,71,89,91,254,141,D,D,708
2041800010146,"1,349",671,357,8,18,19,50,59,164,94,D,D,412
2041800010150,"1,295",656,326,4,24,32,42,56,157,100,D,D,415
2041800010165,738,423,194,15,27,25,41,36,69,33,D,D,246
2041900010054,48,21,16,0,0,5,9,7,19,6,D,D,48
2041900010069,56,36,16,0,0,3,6,6,20,6,D,D,41
2041900010073,93,44,21,0,0,6,6,4,20,8,D,D,46
2042000010036,950,540,283,0,0,4,5,13,118,121,E,E,262
2042100010014,"2,113","1,096",508,15,38,60,87,93,249,159,D,D,701
2042100010048,"1,183",596,305,0,8,16,22,38,180,129,D,D,394
2042100010052,183,94,50,0,0,0,5,7,27,20,D,D,61
2042100010067,26,15,7,0,0,0,0,0,3,0,D,D,7
2042100010071,34,18,8,0,0,0,4,0,5,0,D,D,15
2042200010026,75,39,23,0,0,3,6,6,27,26,D,D,69
2042400010035,"1,017",538,265,0,0,4,19,21,93,135,E,E,273
2042500010032,"1,260",646,361,0,0,0,4,12,144,271,E,E,431
2042500010047,13,9,4,0,0,0,0,0,0,3,E,E,3
2042600010059,680,350,179,0,3,0,6,5,57,64,E,E,136
2042700010037,"1,288",670,350,0,8,15,20,43,186,127,D,D,401
2042700010041,"1,065",535,282,0,0,0,16,31,168,120,D,D,338
2042700100094,"1,476",805,412,9,30,26,46,50,172,94,D,D,427
2042700100107,943,493,247,3,12,13,24,36,116,81,D,D,285
2042700100126,185,96,58,0,0,0,0,3,27,19,D,D,52
2042700310022,"2,568","1,351",723,6,18,32,57,93,321,232,D,D,759
2042800010034,880,455,226,0,0,0,3,13,99,124,E,E,240
2042800010053,22,13,6,0,0,0,0,0,3,3,E,D,6
2042800010068,31,13,7,0,0,0,0,0,0,8,E,E,11
2042900010027,393,205,86,0,0,4,12,17,65,38,D,D,138
2042900010031,103,57,31,0,0,0,5,0,11,18,E,E,36
2043000010028,257,133,70,0,0,0,4,7,41,33,D,D,87
2043100010078,787,409,188,5,7,26,27,43,88,40,D,D,236
2043100010082,664,350,169,0,6,13,19,24,80,51,D,D,195
2043200010022,831,425,224,0,5,19,22,44,140,67,D,D,297
2043400010031,447,247,107,0,0,7,9,19,70,93,E,E,198
2043500010024,955,500,244,0,8,13,18,29,104,125,E,E,299
2043500010039,171,91,48,0,0,0,0,0,10,45,E,E,58
2043600010021,783,402,176,0,0,3,0,12,100,169,E,E,285
2043700010033,"1,498",767,375,0,26,22,27,44,151,122,D,D,394
2043700010048,"1,643",898,450,5,22,24,60,67,173,105,D,D,456
2043700010067,13,8,3,0,0,0,0,0,3,3,E,D,8
2043700010071,22,11,5,0,0,0,0,0,0,3,E,E,5
2043800010026,494,245,126,0,3,4,5,12,47,52,E,E,124
2043800010030,325,159,82,0,0,0,0,6,28,60,E,E,94
2043800010045,114,56,30,0,0,0,0,0,18,12,D,D,30
2043800010064,20,11,5,0,0,0,0,0,3,0,D,D,5
2043900010076,714,358,183,0,8,17,23,25,95,37,D,D,206
2043900010080,"1,049",547,286,0,12,15,31,37,146,52,D,D,294
2043900240019,"2,405","1,284",643,0,5,22,33,49,283,272,D,D,666
2044000010043,688,350,156,0,0,5,3,9,96,182,E,E,296
2044100010036,733,371,189,0,4,9,8,18,93,54,D,D,188
2044100010040,830,404,202,0,4,5,13,18,109,58,D,D,207
2044100010055,"1,037",532,256,0,4,3,10,15,117,84,D,D,233
2044100010074,"1,636",829,392,0,13,10,28,39,159,186,E,E,436
2044100010089,966,488,264,0,0,6,20,12,132,50,D,D,222
2044100010093,479,245,140,0,0,0,3,7,67,31,D,D,110
2044100010106,123,69,36,0,0,0,3,0,18,8,D,D,33
2044100010110,243,115,61,0,0,0,0,0,28,20,D,D,51
2044100010125,22,14,9,0,0,0,0,0,6,0,D,D,10
2044100010144,143,70,35,0,0,0,0,0,22,8,D,D,34
2044100010159,23,14,4,0,0,0,0,0,0,3,E,E,5
2044100010178,13,6,3,0,0,0,0,0,5,0,D,D,5
2044200010029,155,79,36,0,0,0,0,10,44,26,D,D,83
2044300010026,349,191,83,0,3,8,13,13,60,48,D,D,146
2044400010023,219,117,54,0,0,0,5,7,44,47,E,E,107
2044500010020,166,90,48,0,0,6,0,8,22,16,D,D,55
2044600010032,176,91,46,0,0,3,12,12,28,10,D,D,66
2044700010097,"1,387",740,372,3,7,15,19,45,156,87,D,D,332
2044700010114,"1,909",993,498,15,25,39,53,68,212,53,D,D,465
2044700010129,"1,988","1,063",530,4,10,32,45,64,223,108,D,D,486
2044700010148,124,55,30,0,0,0,3,5,19,9,D,D,38
2044800010037,"1,586",841,386,0,0,0,4,9,105,190,E,E,309
2044900010072,527,268,107,0,3,8,20,29,66,73,E,E,199
2044900010087,"1,075",554,218,0,4,12,42,53,147,134,D,D,392
2045000010035,"1,305",687,323,0,0,7,20,19,95,206,E,E,349
2045100010032,171,88,23,0,0,0,0,0,27,51,E,E,82
2045200010044,"1,920","1,058",512,4,0,15,25,57,221,196,D,D,520
2045200010059,210,117,60,0,0,0,0,0,28,21,D,D,54
2045300010037,710,358,177,0,0,0,11,31,128,104,D,D,275
2045300010056,"1,252",659,317,0,4,8,29,42,229,173,D,D,485
2045300010060,21,10,5,0,0,0,0,0,0,3,E,E,6
2045500010031,"1,347",710,324,0,0,4,12,31,188,158,D,D,395
2045600010024,947,516,247,6,13,19,30,40,104,97,D,D,309
2045700010040,637,337,161,0,0,7,14,39,95,33,D,D,188
2045800010052,433,248,99,0,3,5,19,26,98,44,D,D,195
2045800010067,13,6,3,0,0,0,0,0,0,0,D,AB,3
2045800010086,25,11,5,0,0,0,0,0,6,0,D,D,9
2045800010090,24,10,6,0,0,0,0,0,0,0,D,AB,5
2045800010118,23,12,7,0,0,0,0,0,5,0,D,D,7
2045900010083,598,308,165,6,11,20,27,24,66,39,D,D,193
2045900010098,528,287,144,6,14,6,20,25,74,45,D,D,190
2045900010100,245,127,63,11,12,16,16,15,36,24,D,D,130
2045900010115,259,145,73,5,4,12,8,12,38,27,D,D,106
2045900010134,46,24,13,0,0,0,0,0,7,4,D,D,15
2045900010149,145,80,30,0,0,0,0,6,10,7,D,D,26
2045900010172,29,15,10,0,0,0,0,0,0,4,E,E,6
2046000010050,931,493,237,0,0,3,9,19,110,118,E,E,259
2046100010024,151,76,22,0,0,0,0,9,54,60,E,E,124
2046200010040,"1,866",961,492,19,33,61,64,94,175,77,D,D,523
2046300010048,67,40,21,0,0,3,0,5,26,11,D,D,48
2046300010052,21,12,5,0,0,0,0,0,8,7,D,D,16
2046400010045,94,53,23,0,0,0,3,4,41,21,D,D,70
2046500010038,"1,462",771,358,0,0,0,5,11,138,207,E,E,364
2046600010088,"2,224","1,195",644,0,4,6,13,24,122,344,E,E,515
2046700010155,"2,484","1,356",644,13,47,71,82,87,303,179,D,D,782
2046700010174,"1,403",747,344,6,13,22,35,52,190,123,D,D,441
2046700010189,521,278,135,0,12,11,13,17,56,39,D,D,149
2046700010193,882,455,237,0,5,4,16,28,115,85,D,D,254
2046700010206,578,313,153,0,4,7,14,18,63,44,D,D,151
2046700010210,"1,365",692,356,0,4,7,16,29,187,142,D,D,385
2046700010259,"1,070",573,295,3,14,26,21,23,138,71,D,D,296
2046700010263,"1,082",586,291,0,10,25,26,37,146,94,D,D,340
2046800190129,842,440,202,0,3,3,11,17,88,78,D,D,200
2046800190133,"1,022",540,266,0,0,0,14,14,98,106,E,E,236
2046800190148,178,102,46,0,0,0,0,0,9,26,E,E,36
2046900010111,"1,642",879,465,11,18,36,49,63,179,74,D,D,430
2046900010145,"1,418",750,391,8,16,18,36,55,158,52,D,D,343
2046900010164,"1,288",691,365,19,32,56,42,42,106,26,D,D,323
2046900010179,"2,107","1,127",586,38,63,69,71,74,165,45,D,D,525
2046900010183,"1,915",997,520,19,36,55,54,75,196,49,D,D,484
2046900010198,357,175,101,0,8,9,6,19,33,13,D,D,89
2046900010200,25,11,7,0,0,0,0,0,4,0,D,D,6
2047000010080,"1,705",905,441,0,3,4,27,62,242,243,E,E,581
2047100010035,128,64,36,0,0,0,3,9,25,16,D,D,56
2047200010051,335,169,86,0,7,11,8,10,39,42,E,E,117
2047200010066,577,295,147,6,3,17,20,28,86,56,D,D,216
2047200010070,755,396,172,5,8,13,14,27,105,73,D,D,245
2047200010085,891,462,200,5,15,24,39,39,135,106,D,D,363
2047300010044,227,118,58,0,0,0,3,5,44,32,D,D,86
2047300010059,194,102,49,0,0,0,5,7,52,30,D,D,96
2047400010022,"1,230",630,262,7,17,21,29,27,134,185,E,E,420
2047400010037,156,83,38,0,3,0,6,7,13,18,E,E,48
2047400010041,263,132,69,0,0,0,0,0,27,63,E,E,94
2047400010060,28,17,9,0,0,0,0,0,0,11,E,E,13
2047400010075,36,20,9,0,0,0,0,3,4,5,E,E,13
2047500010034,648,334,165,3,5,18,23,35,96,36,D,D,216
2047500010068,"1,174",601,276,12,11,35,41,63,129,54,D,D,345
2047500010123,15,8,6,0,0,0,0,0,3,0,D,D,6
2047500010138,37,22,15,0,0,0,0,0,7,0,D,D,10
2047500010157,688,344,172,0,8,16,22,37,80,36,D,D,201
2047500010161,612,319,165,6,12,17,18,34,72,38,D,D,197
2047500010180,112,62,36,0,0,0,3,5,18,7,D,D,35
2047500050087,967,526,269,0,3,9,16,43,121,95,D,D,288
2047500050091,"1,515",812,427,0,0,14,29,46,160,122,D,D,373
2047500050104,"1,190",666,342,0,8,9,15,25,133,98,D,D,289
2047500050142,145,76,45,0,0,0,0,0,21,33,E,E,59
2047500050176,112,68,33,0,0,0,0,6,15,20,E,E,43
2047500050208,11,6,3,0,0,0,0,0,3,0,D,D,5
2047600010027,219,112,55,0,0,0,8,14,48,49,E,E,123
2047700010039,121,60,30,0,0,0,3,5,22,11,D,D,43
2047700010043,57,32,19,0,4,0,4,6,17,6,D,D,39
2047800010055,127,79,25,0,0,0,0,4,25,46,E,E,79
2047900010029,106,57,23,0,0,0,0,0,19,32,E,E,52
2048000010034,18,12,4,0,0,0,0,0,7,3,D,D,14
2048100010027,135,74,29,0,0,0,0,0,24,11,D,D,42
2048100010031,49,24,7,0,0,0,0,3,8,5,D,D,18
2048100010046,79,38,18,0,0,0,0,4,21,11,D,D,38
2048200010202,"1,572",841,446,13,27,23,45,61,154,91,D,D,414
2048200010217,"2,200","1,136",616,18,43,69,78,99,226,94,D,D,627
2048200010221,906,469,240,11,28,24,27,37,108,53,D,D,288
2048200010236,"2,326","1,224",717,31,55,72,112,136,242,91,D,D,739
2048200010240,"2,006","1,089",544,23,46,54,66,93,204,85,D,D,571
2048200010274,"1,368",716,375,24,45,44,61,69,100,52,D,D,395
2048200010289,"1,697",923,475,14,41,40,62,61,187,69,D,D,474
2048200010306,664,332,180,4,26,15,22,29,63,20,D,D,179
2048200010325,"2,087","1,089",599,10,18,32,39,59,247,117,D,D,522
2048200010448,"1,721",871,476,14,40,47,52,67,185,60,D,D,465
2048200010452,"1,150",612,312,16,22,36,46,44,128,45,D,D,337
2048200010467,"1,325",691,366,9,32,39,43,61,122,56,D,D,362
2048200010471,"1,154",592,323,8,20,21,26,35,130,60,D,D,300
2048200010518,11,5,4,0,0,0,0,0,0,0,E,AB,3
2048200010537,913,471,265,10,18,30,48,71,96,36,D,D,309
2048200010541,"1,483",777,391,7,49,36,51,48,177,54,D,D,422
2048200010556,"1,353",688,359,0,7,16,20,35,169,85,D,D,332
2048200010560,"1,299",670,367,4,13,23,37,36,142,101,D,D,356
2048200010575,27,15,10,0,0,0,0,0,3,0,D,D,4
2048200010594,81,41,18,0,0,0,0,3,10,9,D,D,23
2048200010607,203,101,63,0,0,0,3,4,27,17,D,D,54
2048200010611,73,35,18,0,0,0,0,3,6,7,E,E,19
2048200010626,15,7,4,0,0,0,0,0,0,0,D,AB,5
2048200010630,11,6,6,0,0,0,0,0,5,3,D,D,10
2048200010664,111,58,35,0,0,0,0,5,36,13,D,D,58
2048200010679,347,185,104,3,4,7,4,6,43,25,D,D,92
2048200010683,166,94,51,0,8,0,3,7,15,6,D,D,42
2048200010698,89,50,29,0,4,0,3,5,9,6,D,D,28
2048200010700,170,87,41,0,0,5,4,0,26,14,D,D,50
2048200010715,34,17,12,0,0,0,0,0,10,7,D,D,20
2048200010734,30,12,6,0,0,0,0,0,0,0,C-,AB,7
2048200010753,66,33,24,0,0,0,3,10,9,3,D+,D_MAS,28
2048200010768,271,142,87,0,0,6,11,12,41,27,D,D,99
2048200010772,123,58,33,0,0,4,0,4,34,13,D,D,59
2048200010791,41,23,10,0,0,0,0,0,3,0,D,D,7
2048200010804,40,22,11,0,0,0,0,0,3,6,E,E,13
2048200010823,14,6,3,0,0,0,0,0,0,0,C-,AB,3
2048200010838,263,127,69,0,0,0,4,12,35,17,D,D,71
2048200010842,52,28,13,0,0,0,5,3,0,3,C-,C_MENOS,13
2048200010857,66,38,30,0,0,0,0,0,10,6,D,D,18
2048200010861,136,68,38,0,3,4,3,3,8,5,D,D,27
2048200070490,935,480,214,0,0,8,14,20,148,113,D,D,306
2048200070503,973,483,229,0,0,10,14,26,125,112,D,D,289
2048200070522,10,5,3,0,0,0,0,0,0,3,E,E,3
2048300010036,738,381,202,5,9,10,17,27,78,42,D,D,188
2048300010040,299,156,81,0,0,4,9,7,48,19,D,D,90
2048300010055,"1,406",718,392,3,4,15,19,46,176,112,D,D,375
2048300010074,28,15,10,0,0,0,0,0,6,0,D,D,8
2048300010089,"3,543","1,869",978,15,34,65,68,121,410,217,D,D,930
2048300010093,"1,685",871,468,10,16,23,39,58,204,96,D,D,446
2048300010106,121,59,34,0,0,3,3,3,13,13,E,D,35
2048400010033,"1,035",570,259,0,6,13,23,46,116,93,D,D,298
2048400010052,551,291,146,0,0,4,6,13,65,63,D,D,151
2048400010067,238,121,64,0,0,0,0,9,30,35,E,E,79
2048400010071,186,103,50,0,0,0,0,3,31,18,D,D,55
2048500010030,369,190,79,0,0,0,3,3,30,52,E,E,90
2048500010045,412,210,80,0,0,0,4,0,40,93,E,E,140
2048500010064,16,10,3,0,0,0,0,0,0,0,E,AB,3
2048600010038,474,240,119,3,8,24,14,31,63,27,D,D,170
2048600010042,360,182,102,0,9,17,20,26,36,17,D,D,126
2048600010057,59,29,13,0,0,0,3,8,7,0,D+,D_MAS,21
2048600010076,14,10,4,0,0,0,0,3,0,0,D+,D_MAS,4
2048600010095,14,10,4,0,0,0,0,3,0,0,D+,D_MAS,4
2048700010035,398,213,110,0,0,0,4,10,58,59,E,E,131
2048800010028,64,37,17,0,0,0,0,3,14,10,D,D,30
2048900010044,"1,128",604,273,0,0,7,8,12,107,212,E,E,349
2049000010026,719,377,191,0,0,0,5,11,58,123,E,E,201
2049100010061,965,483,247,0,0,4,10,24,89,58,D,D,185
2049200010020,472,253,107,0,0,5,10,19,61,48,D,D,146
2049300010028,295,154,85,0,6,7,14,17,52,26,D,D,123
2049500010022,732,370,184,0,0,0,0,7,93,142,E,E,243
2049600010034,53,30,17,0,0,5,3,5,7,0,D,D,23
2049700010027,"4,192","2,308","1,109",0,3,13,24,40,312,528,E,E,921
2049800010151,318,155,70,0,0,0,0,0,23,57,E,E,84
2049800010166,397,199,88,0,0,0,0,4,35,73,E,E,112
2049900010021,591,319,158,11,11,13,18,43,68,32,D,D,196
2049900010036,350,196,99,3,9,13,20,14,56,13,D,D,128
2049900010040,150,78,42,0,0,5,5,9,17,8,D,D,45
2049900010055,133,73,39,0,5,3,8,6,10,12,E,E,45
2049900010074,73,38,20,0,0,0,4,4,8,4,D,D,23
2050000010058,691,380,193,4,16,29,31,31,85,28,D,D,224
2050000010062,315,190,90,0,5,5,12,15,36,29,D,D,103
2050000010077,210,124,66,0,0,0,0,10,28,18,D,D,61
2050000010109,100,53,25,0,0,5,9,8,16,5,D,D,43
2050100010021,163,80,33,0,0,3,0,12,35,54,E,E,108
2050100010036,26,14,7,0,0,0,0,0,9,12,E,E,21
2050100010040,6,3,0,0,0,0,0,0,0,4,E,E,7
2050100010055,23,12,6,0,0,0,0,0,10,11,E,E,24
2050200010029,307,149,73,0,0,0,0,0,28,63,E,E,91
2050200010033,"1,947","1,044",447,0,8,12,21,40,227,311,E,E,621
2050300010026,382,198,99,0,6,7,10,23,67,11,D,D,124
2050400010038,522,270,128,0,5,5,19,25,62,24,D,D,140
2050400010042,549,292,145,0,7,7,12,16,62,37,D,D,141
2050400010057,25,14,7,0,0,0,0,0,0,4,E,E,8
2050400010061,87,45,23,0,0,4,0,8,5,7,D+,D_MAS,25
2050500010054,937,467,199,3,11,27,27,38,130,105,D,D,341
2050500010069,"1,192",604,260,6,19,29,49,56,174,91,D,D,424
2050500010073,"1,640",836,432,0,11,23,20,64,213,154,D,D,487
2050500010124,949,486,224,0,13,15,22,26,116,105,D,D,298
2050600010032,631,342,157,0,0,8,7,29,93,89,D,D,229
2050700010044,"1,575",786,336,4,0,16,16,41,185,212,E,E,475
2050700010059,249,121,56,0,0,0,5,8,30,35,E,E,79
2050800010041,653,336,146,0,9,15,23,24,89,71,D,D,233
2050800010056,482,250,109,0,12,14,21,25,71,66,D,D,211
2050800010060,35,14,7,0,0,0,0,3,0,4,E,E,9
2050800010075,14,7,5,0,0,0,0,0,0,0,C,AB,5
2050900010034,"1,228",633,321,5,11,13,18,36,115,101,D,D,299
2050900010053,705,379,178,0,3,5,14,19,50,82,E,E,174
2051000010020,126,63,30,0,0,0,8,7,33,20,D,D,69
2051100010047,237,120,42,0,0,0,4,13,39,10,D,D,69
2051300010075,"1,040",528,263,0,3,12,30,31,119,105,D,D,301
2051300010094,992,499,250,0,0,4,7,30,128,106,D,D,275
2051300010107,"1,304",666,330,10,12,15,33,36,171,111,D,D,388
2051300010111,"2,453","1,264",627,3,12,22,25,77,337,218,D,D,694
2051500010224,"1,172",635,294,18,31,39,50,62,106,32,D,D,338
2051500010243,"1,110",562,274,8,30,38,37,76,112,51,D,D,352
2051500010258,762,390,197,0,10,22,16,38,86,53,D,D,227
2051500010296,"1,219",648,343,11,10,29,34,44,129,63,D,D,320
2051500010370,853,427,240,0,10,10,16,22,121,57,D,D,238
2051500010385,"1,897","1,010",537,37,125,122,112,98,89,13,C+,C_MAS,596
2051500010440,603,311,148,8,17,25,21,36,64,24,D,D,195
2051500010455,"1,051",550,261,16,33,36,54,54,81,38,D,D,312
2051500010474,"2,981","1,600",788,27,70,69,106,136,285,125,D,D,818
2051500010493,"1,703",878,452,10,33,26,65,77,172,71,D,D,454
2051500010506,"2,379","1,233",605,11,36,50,94,124,271,108,D,D,694
2051500010510,"1,245",671,286,13,23,27,47,64,145,78,D,D,397
2051500010525,"1,795",922,466,8,17,33,47,77,207,82,D,D,471
2051500010544,"1,655",867,441,10,22,37,58,63,189,83,D,D,462
2051500010559,"1,621",865,402,17,49,59,87,84,164,58,D,D,518
2051500010563,"1,671",923,465,9,33,60,66,78,176,65,D,D,487
2051500010578,"1,255",662,339,9,24,35,62,47,116,57,D,D,350
2051500010582,565,285,144,0,0,5,4,11,80,48,D,D,148
2051500010597,657,328,181,0,0,9,15,20,100,37,D,D,183
2051500010614,"1,449",774,431,9,11,35,41,59,159,81,D,D,395
2051500010629,952,486,250,6,15,25,29,53,95,49,D,D,272
2051500010648,626,294,172,3,0,13,15,27,78,44,D,D,182
2051500010667,546,284,140,5,7,18,30,24,57,31,D,D,172
2051500010671,921,488,221,8,22,26,30,44,91,50,D,D,271
2051500010686,"1,152",593,325,6,12,28,40,41,118,64,D,D,309
2051500010690,"1,129",576,317,6,22,28,40,39,121,50,D,D,306
2051500010722,378,194,111,0,8,6,13,14,56,33,D,D,130
2051500010737,621,327,168,3,12,21,26,28,65,55,D,D,210
2051500010741,610,309,174,8,23,26,40,26,75,41,D,D,239
2051500010756,801,404,237,13,53,50,63,36,57,0,C-,C_MENOS,274
2051500010760,874,469,261,6,26,17,24,31,97,52,D,D,253
2051500010775,"1,220",630,339,0,11,23,39,39,161,92,D,D,366
2051500010794,43,21,10,0,0,0,0,0,6,7,E,E,15
2051500010811,48,25,17,0,5,0,3,3,0,0,C+,C_MAS,17
2051500010826,409,229,106,0,8,16,12,18,44,22,D,D,122
2051500010864,440,226,149,18,36,30,29,10,16,0,C+,C_MAS,139
2051500010898,96,47,24,0,0,0,0,0,14,15,E,E,31
2051500010900,228,123,65,17,22,19,10,5,0,0,C+,C_MAS,76
2051500010915,168,88,49,3,21,15,11,9,5,0,C+,C_MAS,64
2051500100830,630,325,154,0,3,8,7,14,102,99,D,D,233
2051500100845,771,379,217,0,0,4,4,22,100,120,E,E,250
2051500420703,"1,974","1,069",585,24,85,118,98,113,164,27,D,D,629
2051500420718,829,426,266,5,26,42,55,37,83,18,D,D,266
2051600010039,"1,283",675,321,3,3,8,15,45,178,131,D,D,383
2051600010058,909,481,233,0,0,0,4,16,94,106,E,E,222
2051600010062,258,127,60,0,0,0,0,3,29,24,D,D,56
2051700010021,"1,386",748,350,0,4,3,19,19,116,220,E,E,381
2051700010036,112,61,35,0,0,0,0,0,10,15,E,E,29
2051700010040,291,159,89,0,0,3,0,6,16,41,E,E,69
2051800010029,78,44,22,0,0,0,3,6,14,14,E,D,37
2051900010030,"1,497",757,363,4,23,33,50,64,166,71,D,D,411
2051900010045,"1,368",703,345,11,24,22,47,46,147,87,D,D,384
2052000010046,961,509,251,11,24,28,45,60,106,23,D,D,297
2052000010084,86,53,30,0,0,0,0,4,22,9,D,D,38
2052000010099,437,236,131,0,9,13,18,14,51,18,D,D,124
2052000010101,320,167,78,0,13,15,25,15,44,7,D,D,119
2052100010024,23,17,8,0,0,0,0,0,4,4,E,D,9
2052200010021,871,462,176,0,0,4,11,15,104,167,E,E,301
2052300010029,379,206,99,4,10,12,10,25,44,36,D,D,141
2052300010033,538,306,141,3,19,17,14,38,62,35,D,D,188
2052400010026,260,122,60,0,0,0,4,14,44,21,D,D,84
2052500010199,"1,287",668,320,6,13,21,32,62,180,99,D,D,413
2052500010201,273,142,67,0,0,0,0,8,50,36,D,D,100
2052500010273,636,324,164,0,0,6,10,22,87,95,E,E,222
2052500010288,597,297,151,0,0,5,5,13,94,62,D,D,182
2052500010292,871,459,212,0,0,8,10,24,141,76,D,D,262
2052500010305,784,409,213,0,4,0,10,27,105,74,D,D,222
2052500010324,797,422,180,4,12,17,18,28,113,70,D,D,262
2052500010339,718,367,158,6,9,11,15,27,83,75,D,D,226
2052500010343,380,211,112,3,7,10,8,21,56,46,D,D,151
2052500010358,188,99,58,0,0,0,4,4,30,17,D,D,56
2052500010362,36,18,14,0,0,0,0,0,7,4,D,D,12
2052600010054,"3,133","1,666",875,21,54,59,88,125,355,154,D,D,856
2052600010069,"1,838",998,515,13,25,42,77,82,223,81,D,D,543
2052600010073,160,84,53,4,5,3,5,5,18,5,D,D,45
2052600010088,107,61,31,0,0,0,3,3,14,5,D,D,27
2052600010092,479,251,140,0,0,4,9,14,58,37,D,D,124
2052600010105,27,15,7,0,0,0,0,0,0,4,E,E,9
2052700010028,"1,724",898,469,0,0,0,3,9,160,297,E,E,469
2052800010025,517,278,111,0,0,6,7,15,90,58,D,D,177
2052800010044,64,37,17,0,0,0,0,3,11,14,E,E,28
2052900010022,660,320,183,0,0,0,3,13,44,50,E,E,111
2053000010023,"1,164",614,320,13,10,32,45,53,144,50,D,D,347
2053000010042,15,9,3,0,0,0,0,0,3,0,D,D,4
2053000010057,26,12,6,0,0,0,3,0,4,0,D,D,12
2053100010020,"2,515","1,304",654,11,27,47,47,114,288,131,D,D,665
2053100010035,26,10,7,0,0,0,0,0,7,3,D,D,11
2053200010028,336,185,83,0,0,9,5,8,48,35,D,D,105
2053300010044,419,226,119,0,6,10,27,17,57,27,D,D,145
2053300010059,"1,307",672,350,4,12,32,43,59,121,82,D,D,353
2053400010037,"1,269",686,304,0,0,0,9,17,132,177,E,E,338
2053400010041,"1,710",917,398,0,0,0,9,15,136,253,E,E,414
2053400010075,27,14,7,0,0,0,0,0,0,5,E,E,7
2053600010031,122,66,29,0,0,0,4,7,23,16,D,D,54
2053600010046,147,76,33,0,0,0,5,10,28,14,D,D,60
2053700010096,699,377,180,4,10,16,16,28,72,32,D,D,178
2053700010109,829,436,193,5,12,23,28,35,90,52,D,D,245
2053700010113,343,174,90,0,3,0,5,18,35,37,E,E,101
2053700010128,167,82,38,0,0,0,7,7,26,24,D,D,66
2053800010021,406,221,108,0,0,0,7,13,59,72,E,E,154
2053900010029,"1,398",724,378,23,32,44,48,68,122,33,D,D,370
2053900010033,"1,503",807,427,12,25,46,52,59,138,55,D,D,387
2053900010048,772,397,222,9,13,17,29,43,93,32,D,D,236
2053900010052,11,6,3,0,0,0,0,5,0,0,D+,D_MAS,8
2053900010067,124,59,32,0,0,3,0,5,16,4,D,D,31
2053900010071,198,91,56,0,0,3,11,7,23,12,D,D,60
2054000010053,"1,471",794,404,42,62,72,64,65,97,19,D,D,421
2054000010072,269,151,80,0,0,7,10,11,35,15,D,D,80
2054000010087,31,19,10,0,3,0,3,0,3,0,D,C_MAS,13
2054000010091,979,524,264,14,17,27,32,43,100,39,D,D,272
2054000010104,"1,195",608,324,8,36,32,40,59,117,35,D,D,327
2054000010119,"1,207",657,326,18,31,43,50,61,97,54,D,D,354
2054000010123,732,417,207,6,15,35,22,19,66,29,D,D,192
2054000010138,304,171,82,0,0,4,8,9,47,10,D,D,81
2054100010031,396,202,94,0,3,0,9,19,85,54,D,D,172
2054100010046,322,174,81,0,0,0,7,14,85,40,D,D,147
2054200010024,862,462,202,0,0,4,9,18,114,102,D,D,249
